id,book_eng,chapter,verse,bible_eng
26024017,Ezekiel,24,17,"Forbear to cry, make no mourning for the dead, bind the tire of thine head upon thee, and put on thy shoes upon thy feet, and cover not thy lips, and eat not the bread of men."
26024018,Ezekiel,24,18,So I spake unto the people in the morning: and at even my wife died; and I did in the morning as I was commanded.
26024019,Ezekiel,24,19,"And the people said unto me, Wilt thou not tell us what these things are to us, that thou doest so?"
26024020,Ezekiel,24,20,"Then I answered them, The word of the LORD came unto me, saying,"
26024021,Ezekiel,24,21,"Speak unto the house of Israel, Thus saith the Lord GOD; Behold, I will profane my sanctuary, the excellency of your strength, the desire of your eyes, and that which your soul pitieth; and your sons and your daughters whom ye have left shall fall by the sword."
26024022,Ezekiel,24,22,"And ye shall do as I have done: ye shall not cover your lips, nor eat the bread of men."
26024023,Ezekiel,24,23,"And your tires shall be upon your heads, and your shoes upon your feet: ye shall not mourn nor weep; but ye shall pine away for your iniquities, and mourn one toward another."
26024024,Ezekiel,24,24,"Thus Ezekiel is unto you a sign: according to all that he hath done shall ye do: and when this cometh, ye shall know that I am the Lord GOD."
26024025,Ezekiel,24,25,"Also, thou son of man, shall it not be in the day when I take from them their strength, the joy of their glory, the desire of their eyes, and that whereupon they set their minds, their sons and their daughters,"
26024026,Ezekiel,24,26,"That he that escapeth in that day shall come unto thee, to cause thee to hear it with thine ears?"
26024027,Ezekiel,24,27,"In that day shall thy mouth be opened to him which is escaped, and thou shalt speak, and be no more dumb: and thou shalt be a sign unto them; and they shall know that I am the LORD."
26025001,Ezekiel,25,1,"The word of the LORD came again unto me, saying,"
26025002,Ezekiel,25,2,"Son of man, set thy face against the Ammonites, and prophesy against them;"
26025003,Ezekiel,25,3,"And say unto the Ammonites, Hear the word of the Lord GOD; Thus saith the Lord GOD; Because thou saidst, Aha, against my sanctuary, when it was profaned; and against the land of Israel, when it was desolate; and against the house of Judah, when they went into captivity;"
26025004,Ezekiel,25,4,"Behold, therefore I will deliver thee to the men of the east for a possession, and they shall set their palaces in thee, and make their dwellings in thee: they shall eat thy fruit, and they shall drink thy milk."
26025005,Ezekiel,25,5,"And I will make Rabbah a stable for camels, and the Ammonites a couching place for flocks: and ye shall know that I am the LORD."
26025006,Ezekiel,25,6,"For thus saith the Lord GOD; Because thou hast clapped thine hands, and stamped with the feet, and rejoiced in heart with all thy despite against the land of Israel;"
26025007,Ezekiel,25,7,"Behold, therefore I will stretch out mine hand upon thee, and will deliver thee for a spoil to the heathen; and I will cut thee off from the people, and I will cause thee to perish out of the countries: I will destroy thee; and thou shalt know that I am the LORD."
26025008,Ezekiel,25,8,"Thus saith the Lord GOD; Because that Moab and Seir do say, Behold, the house of Judah is like unto all the heathen;"
26025009,Ezekiel,25,9,"Therefore, behold, I will open the side of Moab from the cities, from his cities which are on his frontiers, the glory of the country, Bethjeshimoth, Baalmeon, and Kiriathaim,"
26025010,Ezekiel,25,10,"Unto the men of the east with the Ammonites, and will give them in possession, that the Ammonites may not be remembered among the nations."
26025011,Ezekiel,25,11,And I will execute judgments upon Moab; and they shall know that I am the LORD.
26025012,Ezekiel,25,12,"Thus saith the Lord GOD; Because that Edom hath dealt against the house of Judah by taking vengeance, and hath greatly offended, and revenged himself upon them;"
26025013,Ezekiel,25,13,"Therefore thus saith the Lord GOD; I will also stretch out mine hand upon Edom, and will cut off man and beast from it; and I will make it desolate from Teman; and they of Dedan shall fall by the sword."
26025014,Ezekiel,25,14,"And I will lay my vengeance upon Edom by the hand of my people Israel: and they shall do in Edom according to mine anger and according to my fury; and they shall know my vengeance, saith the Lord GOD."
26025015,Ezekiel,25,15,"Thus saith the Lord GOD; Because the Philistines have dealt by revenge, and have taken vengeance with a despiteful heart, to destroy it for the old hatred;"
26025016,Ezekiel,25,16,"Therefore thus saith the Lord GOD; Behold, I will stretch out mine hand upon the Philistines, and I will cut off the Cherethims, and destroy the remnant of the sea coast."
26025017,Ezekiel,25,17,"And I will execute great vengeance upon them with furious rebukes; and they shall know that I am the LORD, when I shall lay my vengeance upon them."
26026001,Ezekiel,26,1,"And it came to pass in the eleventh year, in the first day of the month, that the word of the LORD came unto me, saying,"
26026002,Ezekiel,26,2,"Son of man, because that Tyrus hath said against Jerusalem, Aha, she is broken that was the gates of the people: she is turned unto me: I shall be replenished, now she is laid waste:"
26026003,Ezekiel,26,3,"Therefore thus saith the Lord GOD; Behold, I am against thee, O Tyrus, and will cause many nations to come up against thee, as the sea causeth his waves to come up."
26026004,Ezekiel,26,4,"And they shall destroy the walls of Tyrus, and break down her towers: I will also scrape her dust from her, and make her like the top of a rock."
26026005,Ezekiel,26,5,"It shall be a place for the spreading of nets in the midst of the sea: for I have spoken it, saith the Lord GOD: and it shall become a spoil to the nations."
26026006,Ezekiel,26,6,And her daughters which are in the field shall be slain by the sword; and they shall know that I am the LORD.
26026007,Ezekiel,26,7,"For thus saith the Lord GOD; Behold, I will bring upon Tyrus Nebuchadrezzar king of Babylon, a king of kings, from the north, with horses, and with chariots, and with horsemen, and companies, and much people."
26026008,Ezekiel,26,8,"He shall slay with the sword thy daughters in the field: and he shall make a fort against thee, and cast a mount against thee, and lift up the buckler against thee."
26026009,Ezekiel,26,9,"And he shall set engines of war against thy walls, and with his axes he shall break down thy towers."
26026010,Ezekiel,26,10,"By reason of the abundance of his horses their dust shall cover thee: thy walls shall shake at the noise of the horsemen, and of the wheels, and of the chariots, when he shall enter into thy gates, as men enter into a city wherein is made a breach."
26026011,Ezekiel,26,11,"With the hoofs of his horses shall he tread down all thy streets: he shall slay thy people by the sword, and thy strong garrisons shall go down to the ground."
26026012,Ezekiel,26,12,"And they shall make a spoil of thy riches, and make a prey of thy merchandise: and they shall break down thy walls, and destroy thy pleasant houses: and they shall lay thy stones and thy timber and thy dust in the midst of the water."
26026013,Ezekiel,26,13,And I will cause the noise of thy songs to cease; and the sound of thy harps shall be no more heard.
26026014,Ezekiel,26,14,"And I will make thee like the top of a rock: thou shalt be a place to spread nets upon; thou shalt be built no more: for I the LORD have spoken it, saith the Lord GOD."
26026015,Ezekiel,26,15,"Thus saith the Lord GOD to Tyrus; Shall not the isles shake at the sound of thy fall, when the wounded cry, when the slaughter is made in the midst of thee?"
26026016,Ezekiel,26,16,"Then all the princes of the sea shall come down from their thrones, and lay away their robes, and put off their broidered garments: they shall clothe themselves with trembling; they shall sit upon the ground, and shall tremble at every moment, and be astonished at thee."
26026017,Ezekiel,26,17,"And they shall take up a lamentation for thee, and say to thee, How art thou destroyed, that wast inhabited of seafaring men, the renowned city, which wast strong in the sea, she and her inhabitants, which cause their terror to be on all that haunt it!"
26026018,Ezekiel,26,18,"Now shall the isles tremble in the day of thy fall; yea, the isles that are in the sea shall be troubled at thy departure."
26026019,Ezekiel,26,19,"For thus saith the Lord GOD; When I shall make thee a desolate city, like the cities that are not inhabited; when I shall bring up the deep upon thee, and great waters shall cover thee;"
26026020,Ezekiel,26,20,"When I shall bring thee down with them that descend into the pit, with the people of old time, and shall set thee in the low parts of the earth, in places desolate of old, with them that go down to the pit, that thou be not inhabited; and I shall set glory in the land of the living;"
